teks_ulasan,label,teks_bersih
terjebak macet . pasti telat dan diomelin hadeeuuh,negative,jebak macet telat diomelin hadeeuuh
"di restoran itu tersedia banyak pilihan makanan , mulai dari yang murah hingga yang mahal",neutral,restoran sedia pilih makan murah mahal
"warung suluh menyajikan sarapan dari pagi . menyajikan aneka makan indonesia , minuman dan cemilan . rasanya oke , harga tidak terlalu mahal . terjangkau .",positive,warung suluh saji sarap pagi saji aneka makan indonesia minum cemilan oke harga tidakmahal jangkau
wow kalau bisa jangan jadi presiden ri . bisa-bisa negara ini hancur gara-gara kau .,negative,wow janganpresiden ri bisabisa negara hancur garagara kau
"elektabilitas khofifah - emil sebesar 36,9 persen .",neutral,elektabilitas khofifah emil persen
"berlokasi di jalan braga yang sangat terkenal di bandung , mudah diakses dari mana saja , variasi makanan nya lumayan banyak , harga berbanding dengan rasa . saya jalan braga lagi ada perbaikan dan tidak selesai selesai , sehingga mengurangi kenyamanan saat makan .",positive,lokasi jalan braga kenal bandung mudah akses variasi makan lumayan harga banding jalan braga baik tidakselesai selesai kurangnyaman makan
minuman segar tanpa pengawet yang dibuat langsung saat dipesan . tersedia pilihan original dan campuran lemon . tebu murni tanpa tambahan air lebih nikmat,positive,minum segar awet langsung pes sedia pilih original campur lemon tebu murni tambah air nikmat
transaksi beli pulsa pln pra bayar melalui mandiri mobile mjd tidak efisien karena harus telepon 14000 untuk dapat tidak token nya / tidak otomatis .,negative,transaksi beli pulsa pln pra bayar mandiri mobile mjd tidakefisien telepon tidaktoken tidakotomatis
"makanan nya enak , dan lengkap . steak nya juara ! walaupun saat sarapan kakak saya menemukan kawat di dimsum , tapi disum nya rasanya enak .",positive,makan enak lengkap steak juara sarap kakak temu kawat dimsum sum enak
"ini makanan pasar gede banget , tapi ditata sedemikian rupa dan outlet nya menjajakan semua makanan khas bandung dan makanan-makanan yang pasti nya lagi happening . sehingga sangat menarik . bukti nya kalau akhir pekan tempat segede itu . penuh dengan orang dan kita harus sabar mencari tempat kosong . ada live music nya juga di dekat air mancur nya . catatan nya kalau dimusim hujan saja nanti . bubar sepertinya . karena di luar !",positive,makan pasar gede banget tata rupa outlet jaja makan khas bandung makananmakanan happening tarik bukti pekan gede penuh orang sabar cari kosong live music air mancur catat musim hujan bubar
"di sini lebih baik datang nya malam saja , karena suasana nya dingin dan tempat nya bagus sih menurut saya . hanya untuk makanan nya biasa saja . tidak ada spesial juga . hanya tempat nya bagus untuk di ku njungin .",positive,malam suasana dingin bagus makan tidakspesial bagus ku njungin
"setiap seluruh keluarga kumpul biasanya kami memang pilih ampera . selain cabang nya banyak di mana-mana . lesehan nya banyak . pilihan makanan sunda nya banyak serta sambal nya huhuy super ! kadang kalau beruntung , dibeberapa cabang tersedia gazebo dan playground nya .",positive,keluarga kumpul pilih ampera cabang manamana leseh pilih makan sunda sambal huhuy super kadang untung beberapa cabang sedia gazebo playground
memasangkan jokowi - risma : sama-sama pdip adalah bunuh diri politik .,negative,pasang jokowi risma samasama pdip bunuh politik
"pertama kali coba martabak manis ini . daging martabak yang berwarna kehijauan , tapi tidak menyebarkan aroma pandan secara menyolok . pengembang yang digunakan tidak menimbulkan rasa pahit di mulut . taburan cokelat , susu dan kacang dalam jumlah yang memadai , sehingga tidak ada rasa saling mendominasi . pas .",positive,kali coba martabak manis daging martabak warna hijau tidaksebar aroma pandan solok kembang tidaktimbul pahit mulut tabur cokelat susu kacang pada tidakdominasi pas
"pertama kali mencoba ayam jogja ini dari masih kecil dan sampai sekarang rasanya tidak pernah berubah . ayam jogja ini hanya ada satu macam , ayam yang dibakar dan dibumbui kecap . perpaduan rasanya pas dan sangat otentik ayam jogja .",positive,kali coba ayam jogja tidakubah ayam jogja ayam bakar bumbu kecap padu pas otentik ayam jogja
"kamar bersih dan makanan nya enak , fasilitas lumayan lengkap ada finis center , swimming pool ruang karaoke",positive,kamar bersih makan enak fasilitas lumayan lengkap finis center swimming pool ruang karaoke
golkar prioritaskan pasangan appi - cicu,neutral,golkar prioritas pasang appi cicu
konsep tempat makan ini benar benar bagus . pas buat yang suka foto foto . makanan nya standar masakan sunda kebanyakan . tapi ayam nya enak,positive,konsep makan bagus pas suka foto foto makan standar masakan sunda banyak ayam enak
kafe ini terletak di dalam kompleks vila istana bunga sehingga bisa jadi pilihan pas apabila kita sedang berkunjung ke daerah ini . bersantai di area di luar sambil menikmati hidangan dan pemandangan sangat menyenangkan .,positive,kafe letak kompleks vila istana bunga pilih pas kunjung daerah santa area nikmat hidang pandang senang
awal dari rencana kunjungan kita di bandung memang ke paris van java mal maka dari itu niat banget cari hotel dekat paris van java mal . sampai-sampai ke sana kepagian dan masih banyak yang tutup outlet nya . tapi tetap ditungguinlah sampai buka outlet nya hehw . paris van java mal bagus konsep nya beda dengan mal lainnya . dan banyak brand terkenal di sana . tak lupa tempat makanan nya juga ada dan banyak pilihan nya .,positive,rencana kunjung bandung paris van java mal niat banget cari hotel paris van java mal sampaisampai pagi tutup outlet ditungguinlah buka outlet hehw paris van java mal bagus konsep beda mal brand kenal taklupa makan pilih
kekalahan calon-calon pdip ini menjadi ironi sebab calon yang punya kedekatan personal dengan jokowi tapi tak didukung pdip justru memenangkan pilkada .,neutral,kalah caloncalon pdip ironi calon dekat personal jokowi takdukung pdip menang pilkada
tempat nya luas banget . ala kamu bisa makan dan harga nya cukup terjangkau . cocok untuk acara yang orang-orang nya banyak .,positive,luas banget ala makan harga jangkau cocok acara orangorang
sumpah sedih banget kamera handphone jelek banget : tidak bisa bikin ancam yang bagus : menyesal beli handphone vivo yang ini,negative,sumpah sedih banget kamera handphone jelek banget tidakbikin ancam bagus sesal beli handphone vivo
"tergantung komitmen nya kelak bagaimana , yang membedakan itu demiz sudah mengikatkan diri nya pada demokrat , wajar pas jadi awkward , harap-harap cemas .",negative,gantung komitmen kelak beda demiz ikat demokrat wajar pas awkward harapharap cemas
ridwan kamil akan umumkan wakil nya sebagai hadiah tahun baru,neutral,ridwan kamil umum wakil hadiah
"fabrik terletak di jalan riau / martadinata , yaitu pusat fashion dan makanan di kota bandung . tempat nya sangat nyaman dan cozy serta pilihan menu yang cukup variatif . kemarin saya mencoba steak tenderloin black angus dan sangat lezat ! saya menyukai pelayanan di fabrik dan apabila saya kembali ke bandung , saya akan mengunjungi restoran ini lagi .",positive,fabrik letak jalan riau martadinata pusat fashion makan kota bandung nyaman cozy pilih menu variatif kemarin coba steak tenderloin black angus lezat suka layan fabrik bandung unjung restoran
madame sari restoran selalu penuh seiring banyak nya pengunjung kartika sari yang datang membeli kue dan bakery di kartika sari restauran selalu penuh tetapi pelayanan cukup cepat karena mereka memiliki banyak pelayan untuk melayani banyak nya pengunjung yang datang memesan banyak variasi makanan yang disiapkan oleh madame sari restaurant .,positive,madame sari restoran penuh iring unjung kartika sari beli kue bakery kartika sari restauran penuh layan cepat milik layan layan unjung mes variasi makan siap madame sari restaurant
"ketiga kali datang ke sini , makanan nya enak terutama iga bakar nya juara view nya juga bagus dan wifi nya kencang",positive,tiga kali makan enak iga bakar juara view bagus wifi kencang
"pasta yang tersedia lumayan banyak jenis nya , porsi nya pun cukup banyak buat makan siang , dari harga cukup terjangkau untuk mahasiswa , bisa bayar dengan debet juga . tempat cocok buat kumpul sambil mengobrol dengan teman , parkiran tapi hanya sedikit",positive,pasta sedia lumayan jenis porsi makan siang harga jangkau mahasiswa bayar debet cocok kumpul obrol teman parkir
"pilkada oki , demokrat jatuhkan dukungan ke petahana",neutral,pilkada oki demokrat jatuh dukung tahana
bioskop di cgv sangat bersih dan sejuk,positive,bioskop cgv bersih sejuk
"zionis adalah bangsa paling sombong sekaligus yang paling pengecut di muka bumi , laknatullah israel .",negative,zionis bangsa sombong kecut muka bumi laknatullah israel
rival ramli skak mat jk soal penenggelaman kapal menteri susi via,neutral,rival ramli skak mat jk tenggelam kapal menteri sus via
aku memesan jaket gunung eiger,neutral,mes jaket gunung eiger
"mi masak di sini benar-benar enak . porsi nya juga gede , cukup bikin kenyang seharian . mi masak berupa mi lebar dengan kuah berwarna keruh tapi soal rasa juara dunia deh",positive,mi masak benarbenar enak porsi gede bikin kenyang hari mi masak mi lebar kuah warna keruh juara dunia
"resto wulan sari 1 tidak rekomendasi . pembatalan dilakukan sepihak . mengaku telpon saya , dan saya yang bilang batal . padahal di telepon genggam saya tidak ada dia telepon",negative,resto wulan sari tidakrekomendasi batal aku telpon bilang batal telepon genggam tidaktelepon
"suasana yang dingin di daerah dago atas . menyajikan suasana romantis saat berkunjung . ditambah bisa melihat kota bandung dimalam hari . steak yang enak di the valley , harga yanh cukup puas dibalut suasana yang luarbiasa .",positive,suasana dingin daerah dago saji suasana romantis kunjung tambah kota bandung malam steak enak the valley harga yanh puas balut suasana luarbiasa
indihome lemah otak parah . mahal doang stabil kagak,negative,indihome lemah otak parah mahal doang stabil kagak
sopir angkot tunggu anies datang ke tanah abang untuk temui mereka,neutral,sopir angkot tunggu anies tanah abang temu
"senang rasanya dapat mengakhiri perjalanan kita di bandung dengan kunjungan terakhir kita berhenti di the valley pada tanggal 2 november . hari itu adalah acara dalam menrayakan hari perpisahan bersama teman kita yang baru akan pindah ke kantor baru . menu nya sangat bervariatif tetapi ribs langsung menjadi pilihan saya . menurut saya , harga nya sebanding dengan rasa makanan . top .",positive,senang jalan bandung kunjung henti the valley tanggal november acara menrayakan pisah teman pindah kantor menu variatif ribs langsung pilih harga banding makan top
"tempat ini hanya berupa kantin rumahan , bukan tujuan wisata kuliner , hanya tempat makan sehari-hari . hidangan nya sayur asem , ayam bakar , dan masakan rumahan lainnya , yang tidak banyak ragam nya . tapi menurut saya rasa semua masakan nya enak .",positive,kantin rumah bukantuju wisata kuliner makan seharihari hidang sayur asem ayam bakar masakan rumah tidakragam masakan enak
sukses,positive,sukses
"konsep restoran ini adalah restoran tempo dulu dengan peralatan makan nya pun masih serba zaman dahulu . dari piring hingga sendok . suka dengan menu yang ada di restoran ini , serba olahan tahu dan ada juga bermacam2 menu pilihan lagi , menu rekomendasi dari saya adalah tahu bodoh , dengan level pedas yang bisa kita pilih sendiri .",positive,konsep restoran restoran tempo alat makan serba zaman piring sendok suka menu restoran serba olah menu pilih menu rekomendasi bodoh level pedas pilih
"di propinsi jateng kasus korupsi selefel dpr propinsi , tak terungkap kayak enggak punya pemimpin",negative,propinsi jateng korupsi selefel dpr propinsi takungkap kayak enggakpimpin
"hampir lebih 5 kali saya ke sini . dim sum nya yahud dan harga nya terjangkau banget . tempat nya asyik dan sangat nyaman . pelayan nya ramah walaupun kita cuma berdua dan makan tidak banyak jenis nya . pokok nya rekomendasi banget , bila mencari dim sum atau shabu di bandung .",positive,kali dim sum yahud harga jangkau banget asyik nyaman layan ramah dua makan tidakjenis pokok rekomendasi banget cari dim sum shabu bandung
"tempat nya cukup luas dan memperbolehkan tamu merokok di dalam . waktu datang ke sini , karena sudah malam kami hanya pesan minuman dan makanan ringan . minuman yang disajikan cukup variatif , musik yang diputar juga tidak terlalu bising sehingga masih nyaman untuk mengobrol di situ .",positive,luas boleh tamu rokok malam pesan minum makan ringan minum saji variatif musik putar tidakbising nyaman obrol situ
"saya gunaka bb tipe 9210 , saya mendapat info sejak kemarin , dikenakan biaya gprs .",neutral,gunaka bb tipe info kemarin kena biaya gprs
"salah satu kuliner khas bandung yang harus anda coba , dengan rasa ikan yang sangat terasa dengan campuran saos kacang yang legit , menjadikan satu perpaduan yang sangat elegan di lidah .",positive,salah kuliner khas bandung coba ikan campur saos kacang legit jadi padu elegan lidah
ratakan saja bali dengan tanah,negative,rata bal tanah
"suasana di restoran ini sangat nyaman , dengan dikelilingi kebun dan kolam ikan , tentu saja pengunjung akan betah bersantai di sini . namun sayang nya ketika saya meminta duduk di tidak merokok area pelayan yang menangani kami berkata bahwa tidak ada tidak merokok area , jadi saya simpulkan di restoran ini pengunjung bebas merokok di semua meja . itu jadi nilai minus di mata saya .",negative,suasana restoran nyaman keliling kebun kolam ikan unjung betah santa sayang duduk tidakrokok area layan tangan tidaktidak rokok area simpul restoran unjung bebas rokok meja nilai minus mata
